furniture-10030001,马卡洛夫-南瓜熊熊
furniture-20007209,传说，只要购买某种涂装的榴弹，就会触发喷火怪兽毁灭世界的结局，而这张海报正是用来警醒世人不要重蹈覆辙……
furniture-10007210,新时代环保座椅
furniture-20007210,环保的理念，先锋的设计，独特的标识，特别的垃……咳，特别的座椅只送给特别的你！
furniture-10007211,拉面浴缸
furniture-20007211,某知名设计师注意到凡是出现浴缸的画面总有弹幕表示想喝，为了满足这类人群特殊的需求，这款独特的浴缸诞生了！
furniture-10051701,满载礼物的圣诞袜
furniture-20051701,看上去朴素无比的圣诞袜，然而它的里面却装着无数人的好意与关心——“所以躲在这绝对很安全”潜入格里芬的某个兵蚁如此思考着，希望它能够顺利将礼物送达。
furniture-10051702,银狐使用说明书
furniture-20051702,为圣诞节特制的机甲“Vixen”的专属说明……尽管并不能翱翔于天际，但依然可以将礼物送到大家的身边——真的很努力呀！
furniture-10040080,捕获房间地板
furniture-20040080,地板
furniture-10040081,捕获房间地板
furniture-20040081,墙纸
furniture-10040082,捕获房间前景
furniture-20040082,前景
furniture-10040083,捕获房间地毯
furniture-20040083,地毯
furniture-10040084,研究台地台
furniture-20040084,地毯
furniture-10049010,电磁脉冲LV0
furniture-20049010,电磁脉冲LV0
furniture-10049011,电磁脉冲LV1
furniture-20049011,电磁脉冲LV1
furniture-10049012,电磁脉冲LV2
furniture-20049012,电磁脉冲LV2
furniture-10049013,电磁脉冲LV3
furniture-20049013,电磁脉冲LV3
furniture-10049020,研究台LV0
furniture-20049020,研究台LV0
furniture-10049021,研究台LV1
furniture-20049021,研究台LV1
furniture-10049022,研究台LV2
furniture-20049022,研究台LV2
furniture-10049023,研究台LV3
furniture-20049023,研究台LV3
furniture-10049030,验算机LV0
furniture-20049030,验算机LV0
furniture-10049031,验算机LV1
furniture-20049031,验算机LV1
furniture-10049032,验算机LV2
furniture-20049032,验算机LV2
furniture-10049033,验算机LV3
furniture-20049033,验算机LV3
furniture-10049040,交换机LV0
furniture-20049040,交换机LV0
furniture-10049041,交换机LV1
furniture-20049041,交换机LV1
furniture-10008201,失乐堂-誓永之地
furniture-20008201,我们曾一起躺在这里谈天说地，感受着清晨和煦的阳光。如今，草地依然柔软茂密，阳光依然温柔腼腆，你却早已不在我身边。
furniture-10008202,失乐堂-涵秋林地
furniture-20008202,树干上密密麻麻刻了很多名字，刻下名字的时候有多刻骨铭心，划去名字的时候就有多痛彻心扉。
furniture-10008203,失乐堂-光隙圣堂
furniture-20008203,“我将永远爱你，珍视你，直至死亡将我们分开。”我默念了千万遍的誓词，终究还是没能说给你。
furniture-10008204,失乐堂-封锁启示
furniture-20008204,有的时候，结束并不意味着终结。就像这座教堂，它见证新人欢笑的任务已经结束了，但是承接旧人眼泪的使命却才刚刚开始。
furniture-10008205,失乐堂-苔蔓花车
furniture-20008205,她曾说她不喜欢玫瑰，因为太过俗气普通。但是结婚的那天，她坐在别人的玫瑰花车上，却又笑得那么开怀……
furniture-10008206,失乐堂-低语残垣
furniture-20008206,有人告诉我，树洞可以埋葬一个人的秘密。可我在你的婚礼上找不到树洞，只好把想对你说的话埋在了墙角的洞里，没想到几年后这里竟然生出了一枝花。
furniture-10008207,失乐堂-失箭天使
furniture-20008207,在和你相遇的那一瞬间，丘比特拉开了弓，一支金箭扎进了我的胸膛。直到和你分别后，我才意识到那支金箭依然深埋在我的胸膛里……
furniture-10008208,失乐堂-澄心圣杯
furniture-20008208,传说中，找到圣杯，喝下其盛过的水，就可以获得永生。对于孑然一人的我而言，真是想不到比这更残酷的刑罚。
furniture-10008209,失乐堂-圆形石板
furniture-20008209,圆是你美好的笑脸，圆是和你看过的月亮，圆是你婚纱的裙摆……现在我的圆，只剩下这个和你一起踏过的圆形石板。
furniture-10008210,失乐堂-燃烛长椅（右）
furniture-20008210,“你要走就走吧，没有你，我照样可以过得很好。”其实我想说的是，别走，留下……
furniture-10008211,失乐堂-燃烛长椅（左）
furniture-20008211,“我要离开这里了，行李不多，很快就能出发。”其实我想说的是，跟我一起走吧……
furniture-10008212,失乐堂-青藓断柱
furniture-20008212,在某个平凡的日子，这根柱子轰然倒塌。就像在某个平凡的早晨，你像往常一样走出家门，却再也没有回来。
furniture-10008213,失乐堂-枫藤双柱
furniture-20008213,这两根柱子屹立在风雨中多年，厚重的枫藤见证了独属于它们的时光。此刻我多想挽着你，将它们指给你看。
furniture-10002055,落地冰桶架
furniture-20002055,一个与小型人形等高的冰桶架，虽然它的保温能力并不是很出色，但是在冰桶中孤单等待的香槟却在预示着即将举办的热闹庆典，可不要忘记摇一摇再开哦。*摆放时请注意避开HK416的宿舍。
furniture-10002056,婚纱展示柜
furniture-20002056,柜中摆放着从公馆带回来的一套婚纱，虽然它已经等待了许久，但依然怀着甜蜜的心情继续等待着……
furniture-10002057,纯白金刚鹦鹉
furniture-20002057,这只是一只普通的金刚鹦鹉，没错。但为什么叫他“纯白金刚鹦鹉”？……如你所见，因为它送来了来自南美洲的爱，纯白色。
furniture-10002058,海报-2019裂变链接
furniture-20002058,2019年夏季活动-裂变链接的特典海报。
furniture-10002059,海报-2019诡疫狂潮
furniture-20002059,2019年万圣活动-诡疫狂潮的特典海报。
furniture-10002060,海报-2019雪夜杀礼异想曲
furniture-20002060,2019年圣诞活动-雪夜杀礼异想曲的特典海报。
furniture-10002061,海报-2020偏振光
furniture-20002061,2020年冬季活动-偏振光的特典海报。
furniture-10002062,海报-2020照相馆谜题
furniture-20002062,2020白情活动-照相馆谜题的特典海报。
furniture-10007215,9A91玩偶（监视型）
furniture-20007215,毛茸茸的外表里，藏着一个可360度拍摄的摄影机，据送出该玩偶的人形所说这都是为了更好地观察指挥官。
furniture-10007216,幸福电车
furniture-20007216,这辆电车荒废在某次孤独的旅途中，可如今它被新时代的人们制作成了散播快乐与幸福的居品。希望有一天我们手中的枪也能变成这样的道具——一位人形这样说道。
furniture-10007217,约会水晶球
furniture-20007217,本是设计用来约会的设施，但现在大多数人都因为害羞而不敢一同入内。
furniture-10008301,午夜狂欢-米兰地毯
furniture-20008301,得到解放的不仅仅是双足，还有对生活十面警戒的心。脱下鞋袜吧，这1000%的柔软带来的满足感就是派对开始的信号。//n“显而易见//c 如果一棵树倒在森林中肯定会有声响。”
furniture-10008302,午夜狂欢-凛冬港湾
furniture-20008302,如果有比蜷缩在温暖的屋子里欣赏冬日的夜景更浪漫的事，那一定是跟朋友一起欣赏——我们甚至为门上哪滴露水会先落下而打了个赌。//n“家园已在身后，世界尽在眼前。”
furniture-10008303,午夜狂欢-秘密王国
furniture-20008303,对私密的空间来说重要的并不是大小，仅仅三寸的土地亦足够埋藏最难以启齿的秘密：幻想，快乐和悲伤。
furniture-10008304,午夜狂欢-友谊小屋
furniture-20008304,关上帘子，世界只剩下你我，我已经得到人一生总在寻求的几样东西：安全感，安全感，你给的安全感。
furniture-10008305,午夜狂欢-青叶微光
furniture-20008305,有些装饰物的存在并不需要什么意义，仅仅只是为了派对的陪衬，而当一切都结束的时候，只有它还能作为这里热闹过的证明。//n“这是告别，但我们更期待青空之下，下一场疯狂的旅程。”
furniture-10008306,午夜狂欢-派对余温
furniture-20008306,所有人都喜欢派对，却很少有人喜欢结束的派对。热闹过后，残留下的只有余温：但余温往往更值得让人回味，而且能回味得更久。
furniture-10008307,午夜狂欢-懒人漩涡
furniture-20008307,人人都希望我为未来拼搏，可我只想安安稳稳地过我的生活。我的沙发为我准备了一个惊喜派对，难道要我爽约吗？
furniture-10008308,午夜狂欢-动态定格
furniture-20008308,家庭影院最大的好处就是，我们可以想看什么就看什么，想在哪里结束就在哪里结束。//n“如果想要一个圆满的结局，那要看你把哪里看做故事的结局。”
furniture-10008309,午夜狂欢-午后闲暇
furniture-20008309,几乎每个人都会有想做这件事的时候：坐在椅子上，闭上眼睛，什么也不想，什么也不做，既没有睡着，也不在工作，只是这样，就很幸福。//n“我们为了和平而战争，为了获得闲暇而工作。”
furniture-10008310,午夜狂欢-无人安眠
furniture-20008310,枕头大战最妙的地方就是永远都不会有赢家，而且这也是唯一没有人在乎输赢的游戏——或许那个还能睡着的家伙算是输家。//n“人生真是太有趣了，尤其是正当你觉得自己胜人一筹的时候。”
furniture-10008311,午夜狂欢-潜热芽绿
furniture-20008311,“我不知道植物会不会为我们的欢笑而欣喜，但我猜想它肯定不喜欢吵闹。”“它或许就需要一点吵闹！”
furniture-10008312,午夜狂欢-过冷水绿
furniture-20008312,“我不知道植物会不会与我们的悲欢相通，但我猜想它肯定不喜欢浪漫。”“它或许就需要一点浪漫！”
furniture-10008313,午夜狂欢-慵懒时光
furniture-20008313,在虚拟的世界里逃避是我们的权利，在真实的世界里奋战则是我们为了获得权利而必要的义务。//n“欢迎来到现实世界，它糟糕得要命，但你会爱上它的。”
furniture-10008401,辉煌剧场-星光地板
furniture-20008401,事实证明，只要其他事物够华丽，即使地上铺着儿童乐园的瓷砖也会被认为是高级定制品。
furniture-10008402,辉煌剧场-夜山远景
furniture-20008402,当灯光一一熄灭，喧闹也终于停歇，星星便会从霓虹后落下，亲吻它所见的群山。
furniture-10008403,辉煌剧场-IOP剧院
furniture-20008403,有人用战争当做戏剧，我们用戏剧记录战争。美化战争的戏剧和宛如戏剧的战争，哪个更可怖呢？//n“但是指挥官，今天上演的剧目是铁血人形的日常……”
furniture-10008404,辉煌剧场-夜市修仙街
furniture-20008404,这里与工作一样消耗你的精神和肉体、甚至还花你的钱，为什么不考虑回去加班呢？只要符合喜好，工作也能称作更好的娱乐，只要你心甘情愿。
